"Draw date","Results","Winning Numbers",,,,,,"B","Jackpot","Jackpot",,,,,,,
1/3/2004,"17 18 22 23 40 49 10",17,18,22,23,40,49,10,"£5,712,245 Rolled","£5,712,245",,,,,,,
12/31/2003,"19 28 31 34 41 47 1",19,28,31,34,41,47,1,"£3,511,440","£3,511,440",,,,,,,
12/27/2003,"3 18 22 27 41 46 37",3,18,22,27,41,46,37,"£4,903,664","£4,903,664",,,,,,,
12/24/2003,"1 7 24 27 46 48 31",1,7,24,27,46,48,31,"£3,679,958","£3,679,958",,,,,,,
12/20/2003,"8 23 35 39 44 46 31",8,23,35,39,44,46,31,"£5,768,706","£5,768,706",,,,,,,
12/17/2003,"4 6 13 21 36 46 37",4,6,13,21,36,46,37,"£8,802,564","£8,802,564",,,,,,,
12/13/2003,"1 7 9 28 33 39 4",1,7,9,28,33,39,4,"£4,785,123 Rolled","£4,785,123",,,,,,,
12/10/2003,"8 14 21 26 37 48 9",8,14,21,26,37,48,9,"£13,978,674","£13,978,674",,,,,,,
12/6/2003,"3 11 13 34 35 43 8",3,11,13,34,35,43,8,"£9,035,085 Rolled","£9,035,085",,,,,,,
12/3/2003,"2 28 34 35 38 47 6",2,28,34,35,38,47,6,"£3,196,797 Rolled","£3,196,797",,,,,,,
11/29/2003,"9 23 25 26 33 36 37",9,23,25,26,33,36,37,"£9,278,215","£9,278,215",,,,,,,
11/26/2003,"16 32 34 35 40 48 3",16,32,34,35,40,48,3,"£3,387,775 Rolled","£3,387,775",,,,,,,
11/22/2003,"1 5 8 16 31 39 22",1,5,8,16,31,39,22,"£8,430,602","£8,430,602",,,,,,,
11/19/2003,"11 12 13 18 43 48 21",11,12,13,18,43,48,21,"£3,033,716 Rolled","£3,033,716",,,,,,,
11/15/2003,"17 30 31 32 35 47 42",17,30,31,32,35,47,42,"£5,882,520","£5,882,520",,,,,,,
11/12/2003,"6 9 13 17 21 24 30",6,9,13,17,21,24,30,"£2,336,936","£2,336,936",,,,,,,
11/8/2003,"2 12 33 39 45 48 29",2,12,33,39,45,48,29,"£5,680,280","£5,680,280",,,,,,,
11/5/2003,"10 12 18 20 22 47 38",10,12,18,20,22,47,38,"£2,778,211","£2,778,211",,,,,,,
11/1/2003,"9 11 15 24 38 46 29",9,11,15,24,38,46,29,"£5,308,755","£5,308,755",,,,,,,
10/29/2003,"9 19 25 29 30 38 3",9,19,25,29,30,38,3,"£2,585,618","£2,585,618",,,,,,,
10/25/2003,"4 10 18 21 43 49 15",4,10,18,21,43,49,15,"£5,243,184","£5,243,184",,,,,,,
10/22/2003,"6 19 29 32 34 46 39",6,19,29,32,34,46,39,"£2,994,384","£2,994,384",,,,,,,
10/18/2003,"5 11 17 23 40 45 41",5,11,17,23,40,45,41,"£4,815,645","£4,815,645",,,,,,,
10/15/2003,"7 11 16 32 42 49 17",7,11,16,32,42,49,17,"£2,812,822","£2,812,822",,,,,,,
10/11/2003,"3 6 11 20 34 43 36",3,6,11,20,34,43,36,"£5,121,552","£5,121,552",,,,,,,
10/8/2003,"6 22 25 26 28 44 9",6,22,25,26,28,44,9,"£9,008,460","£9,008,460",,,,,,,
10/4/2003,"2 8 23 32 35 39 16",2,8,23,32,35,39,16,"£5,483,350 Rolled","£5,483,350",,,,,,,
10/1/2003,"3 16 24 27 30 48 21",3,16,24,27,30,48,21,"£9,106,953","£9,106,953",,,,,,,
9/27/2003,"7 24 30 44 46 47 38",7,24,30,44,46,47,38,"£5,487,229 Rolled","£5,487,229",,,,,,,
9/24/2003,"11 13 28 34 37 45 9",11,13,28,34,37,45,9,"£9,389,058","£9,389,058",,,,,,,
9/20/2003,"1 2 15 23 31 48 49",1,2,15,23,31,48,49,"£5,484,618 Rolled","£5,484,618",,,,,,,
9/17/2003,"3 9 15 16 21 29 46",3,9,15,16,21,29,46,"£2,227,306","£2,227,306",,,,,,,
9/13/2003,"3 4 8 9 30 32 12",3,4,8,9,30,32,12,"£18,239,920","£18,239,920",,,,,,,
9/10/2003,"9 25 28 37 41 48 30",9,25,28,37,41,48,30,"£3,239,918 Rolled","£3,239,918",,,,,,,
9/6/2003,"1 21 25 27 39 42 17",1,21,25,27,39,42,17,"£5,713,662","£5,713,662",,,,,,,
9/3/2003,"10 11 13 38 39 42 8",10,11,13,38,39,42,8,"£3,269,422","£3,269,422",,,,,,,
8/30/2003,"18 26 33 38 43 44 2",18,26,33,38,43,44,2,"£5,373,216","£5,373,216",,,,,,,
8/27/2003,"8 18 19 29 44 45 42",8,18,19,29,44,45,42,"£12,990,004","£12,990,004",,,,,,,
8/23/2003,"10 15 18 25 42 48 11",10,15,18,25,42,48,11,"£9,044,004 Rolled","£9,044,004",,,,,,,
8/20/2003,"5 6 34 37 42 48 31",5,6,34,37,42,48,31,"£3,268,287 Rolled","£3,268,287",,,,,,,
8/16/2003,"1 9 10 12 42 45 27",1,9,10,12,42,45,27,"£5,264,099","£5,264,099",,,,,,,
8/13/2003,"10 15 16 18 19 28 8",10,15,16,18,19,28,8,"£2,529,260","£2,529,260",,,,,,,
9/8/2003,"11 14 19 25 30 41 38",11,14,19,25,30,41,38,"£8,481,693","£8,481,693",,,,,,,
6/8/2003,"1 8 13 22 36 45 21",1,8,13,22,36,45,21,"£3,003,835 Rolled","£3,003,835",,,,,,,
2/8/2003,"5 26 28 45 47 49 8",5,26,28,45,47,49,8,"£9,543,560","£9,543,560",,,,,,,
7/30/2003,"2 17 22 38 45 49 1",2,17,22,38,45,49,1,"£3,167,948 Rolled","£3,167,948",,,,,,,
7/26/2003,"1 12 16 26 37 49 23",1,12,16,26,37,49,23,"£5,926,587","£5,926,587",,,,,,,
7/23/2003,"11 19 23 31 38 46 9",11,19,23,31,38,46,9,"£2,869,257","£2,869,257",,,,,,,
7/19/2003,"3 9 10 17 34 48 36",3,9,10,17,34,48,36,"£8,463,472","£8,463,472",,,,,,,
7/16/2003,"2 15 16 17 26 42 35",2,15,16,17,26,42,35,"£2,855,572 Rolled","£2,855,572",,,,,,,
7/12/2003,"9 12 13 15 21 33 43",9,12,13,15,21,33,43,"£18,000,000","£18,000,000",,,,,,,
7/9/2003,"2 7 24 30 31 35 18",2,7,24,30,31,35,18,"£2,932,576 Rolled","£2,932,576",,,,,,,
7/5/2003,"6 10 18 19 22 43 8",6,10,18,19,22,43,8,"£8,283,740","£8,283,740",,,,,,,
7/2/2003,"1 14 17 23 30 47 12",1,14,17,23,30,47,12,"£2,951,588 Rolled","£2,951,588",,,,,,,
6/28/2003,"1 10 17 23 29 35 36",1,10,17,23,29,35,36,"£15,000,000","£15,000,000",,,,,,,
6/25/2003,"2 6 7 23 27 30 21",2,6,7,23,27,30,21,"£2,225,601","£2,225,601",,,,,,,
6/21/2003,"12 20 36 39 44 45 49",12,20,36,39,44,45,49,"£9,485,444","£9,485,444",,,,,,,
6/18/2003,"16 18 26 32 38 40 27",16,18,26,32,38,40,27,"£3,081,265 Rolled","£3,081,265",,,,,,,
6/14/2003,"3 12 29 37 43 46 11",3,12,29,37,43,46,11,"£15,000,000","£15,000,000",,,,,,,
6/11/2003,"9 13 22 39 48 49 14",9,13,22,39,48,49,14,"£3,154,131","£3,154,131",,,,,,,
6/7/2003,"2 5 6 17 18 30 29",2,5,6,17,18,30,29,"£4,378,381","£4,378,381",,,,,,,
6/4/2003,"7 20 27 40 43 49 12",7,20,27,40,43,49,12,"£3,146,115","£3,146,115",,,,,,,
5/31/2003,"2 9 12 22 25 26 21",2,9,12,22,25,26,21,"£4,333,432","£4,333,432",,,,,,,
5/28/2003,"1 7 15 25 27 32 22",1,7,15,25,27,32,22,"£8,574,928","£8,574,928",,,,,,,
5/24/2003,"4 22 25 30 34 42 35",4,22,25,30,34,42,35,"£5,399,005 Rolled","£5,399,005",,,,,,,
5/21/2003,"18 19 21 32 35 39 42",18,19,21,32,35,39,42,"£3,168,574","£3,168,574",,,,,,,
5/17/2003,"8 12 15 22 36 48 37",8,12,15,22,36,48,37,"£5,247,075","£5,247,075",,,,,,,
5/14/2003,"1 3 4 16 17 27 7",1,3,4,16,17,27,7,"£2,524,520","£2,524,520",,,,,,,
5/10/2003,"8 18 24 26 32 38 31",8,18,24,26,32,38,31,"£4,983,201","£4,983,201",,,,,,,
5/7/2003,"7 12 26 33 35 47 28",7,12,26,33,35,47,28,"£2,925,211","£2,925,211",,,,,,,
5/3/2003,"3 6 7 29 46 49 37",3,6,7,29,46,49,37,"£5,438,971","£5,438,971",,,,,,,
4/30/2003,"16 20 26 35 43 46 10",16,20,26,35,43,46,10,"£3,422,550","£3,422,550",,,,,,,
4/26/2003,"9 21 27 33 35 48 18",9,21,27,33,35,48,18,"£5,426,498","£5,426,498",,,,,,,
4/23/2003,"13 24 31 33 41 44 5",13,24,31,33,41,44,5,"£2,975,074","£2,975,074",,,,,,,
4/19/2003,"8 10 13 31 38 48 14",8,10,13,31,38,48,14,"£5,557,016","£5,557,016",,,,,,,
4/16/2003,"5 7 23 29 38 47 26",5,7,23,29,38,47,26,"£10,000,002","£10,000,002",,,,,,,
4/12/2003,"3 5 16 25 43 45 23",3,5,16,25,43,45,23,"£5,117,610","£5,117,610",,,,,,,
4/9/2003,"7 20 25 27 33 45 41",7,20,25,27,33,45,41,"£2,880,286","£2,880,286",,,,,,,
4/5/2003,"9 26 30 31 38 45 32",9,26,30,31,38,45,32,"£9,269,832","£9,269,832",,,,,,,
4/2/2003,"8 11 15 21 37 39 25",8,11,15,21,37,39,25,"£3,066,872 Rolled","£3,066,872",,,,,,,
3/29/2003,"5 15 21 33 35 42 26",5,15,21,33,35,42,26,"£5,000,964","£5,000,964",,,,,,,
3/26/2003,"10 22 35 37 47 49 31",10,22,35,37,47,49,31,"£3,496,245","£3,496,245",,,,,,,
3/22/2003,"2 8 10 45 47 49 9",2,8,10,45,47,49,9,"£9,231,585","£9,231,585",,,,,,,
3/19/2003,"2 10 15 16 18 39 36",2,10,15,16,18,39,36,"£2,894,265 Rolled","£2,894,265",,,,,,,
3/15/2003,"4 24 25 28 38 47 11",4,24,25,28,38,47,11,"£5,580,579","£5,580,579",,,,,,,
3/12/2003,"6 16 33 37 40 41 25",6,16,33,37,40,41,25,"£3,442,756","£3,442,756",,,,,,,
3/8/2003,"5 6 8 32 33 41 15",5,6,8,32,33,41,15,"£5,646,642","£5,646,642",,,,,,,
3/5/2003,"3 8 12 23 34 46 24",3,8,12,23,34,46,24,"£2,898,505","£2,898,505",,,,,,,
3/1/2003,"22 24 29 31 44 45 35",22,24,29,31,44,45,35,"£9,445,064","£9,445,064",,,,,,,
2/26/2003,"5 18 34 38 40 45 22",5,18,34,38,40,45,22,"£3,324,556 Rolled","£3,324,556",,,,,,,
2/22/2003,"19 30 33 38 42 44 31",19,30,33,38,42,44,31,"£5,274,572","£5,274,572",,,,,,,
2/19/2003,"1 4 10 17 28 35 32",1,4,10,17,28,35,32,"£2,719,964","£2,719,964",,,,,,,
2/15/2003,"4 20 32 44 48 49 27",4,20,32,44,48,49,27,"£6,050,268","£6,050,268",,,,,,,
2/12/2003,"12 17 18 20 30 35 49",12,17,18,20,30,35,49,"£3,176,617","£3,176,617",,,,,,,
2/8/2003,"23 27 32 37 41 43 35",23,27,32,37,41,43,35,"£5,854,940","£5,854,940",,,,,,,
2/5/2003,"1 13 17 26 42 46 30",1,13,17,26,42,46,30,"£10,198,792","£10,198,792",,,,,,,
2/1/2003,"2 13 30 39 45 47 21",2,13,30,39,45,47,21,"£6,105,119 Rolled","£6,105,119",,,,,,,
1/29/2003,"1 6 26 29 37 48 27",1,6,26,29,37,48,27,"£3,294,612","£3,294,612",,,,,,,
1/25/2003,"3 19 35 38 39 42 1",3,19,35,38,39,42,1,"£5,907,066","£5,907,066",,,,,,,
1/22/2003,"5 16 23 35 44 47 46",5,16,23,35,44,47,46,"£3,049,938","£3,049,938",,,,,,,
1/18/2003,"4 11 20 35 43 46 18",4,11,20,35,43,46,18,"£6,075,854","£6,075,854",,,,,,,
1/15/2003,"11 29 33 38 46 48 44",11,29,33,38,46,48,44,"£3,343,256","£3,343,256",,,,,,,
1/11/2003,"9 18 22 26 37 41 20",9,18,22,26,37,41,20,"£5,700,285","£5,700,285",,,,,,,
1/8/2003,"10 12 22 34 46 48 3",10,12,22,34,46,48,3,"£3,346,644","£3,346,644",,,,,,,
1/4/2003,"19 32 33 36 40 45 28",19,32,33,36,40,45,28,"£10,109,782","£10,109,782",,,,,,,
1/1/2003,"3 22 27 29 34 41 31",3,22,27,29,34,41,31,"£3,183,487 Rolled","£3,183,487",,,,,,,
12/28/2002,"2 18 20 32 36 37 5",2,18,20,32,36,37,5,"£6,229,444","£6,229,444",,,,,,,
12/24/2002,"4 8 9 19 32 46 17",4,8,9,19,32,46,17,"£3,325,428","£3,325,428",,,,,,,
12/21/2002,"4 22 23 37 43 44 19",4,22,23,37,43,44,19,"£9,083,937","£9,083,937",,,,,,,
12/18/2002,"11 17 21 22 40 42 19",11,17,21,22,40,42,19,"£3,018,790 Rolled","£3,018,790",,,,,,,
12/14/2002,"11 21 38 39 45 47 26",11,21,38,39,45,47,26,"£9,698,568","£9,698,568",,,,,,,
12/11/2002,"10 13 15 16 29 48 49",10,13,15,16,29,48,49,"£3,163,600 Rolled","£3,163,600",,,,,,,
12/7/2002,"2 19 29 34 35 36 18",2,19,29,34,35,36,18,"£6,195,673","£6,195,673",,,,,,,
12/4/2002,"2 4 23 26 28 40 29",2,4,23,26,28,40,29,"£3,010,406","£3,010,406",,,,,,,
11/30/2002,"6 7 20 29 37 39 25",6,7,20,29,37,39,25,"£5,913,285","£5,913,285",,,,,,,
11/27/2002,"11 25 35 36 42 47 18",11,25,35,36,42,47,18,"£3,465,826","£3,465,826",,,,,,,
11/23/2002,"5 6 12 19 30 47 25",5,6,12,19,30,47,25,"£8,836,356","£8,836,356",,,,,,,
11/20/2002,"16 18 19 44 46 48 3",16,18,19,44,46,48,3,"£3,444,405 Rolled","£3,444,405",,,,,,,
11/16/2002,"10 30 34 42 48 49 6",10,30,34,42,48,49,6,"£6,550,539","£6,550,539",,,,,,,
11/13/2002,"3 6 8 14 24 31 35",3,6,8,14,24,31,35,"£2,673,855","£2,673,855",,,,,,,
11/9/2002,"4 5 8 19 31 37 36",4,5,8,19,31,37,36,"£5,338,620","£5,338,620",,,,,,,
11/6/2002,"2 6 8 21 41 42 7",2,6,8,21,41,42,7,"£3,180,880","£3,180,880",,,,,,,
11/2/2002,"5 28 32 39 42 48 21",5,28,32,39,42,48,21,"£9,736,131","£9,736,131",,,,,,,
10/30/2002,"10 21 26 31 48 49 29",10,21,26,31,48,49,29,"£3,593,850 Rolled","£3,593,850",,,,,,,
10/26/2002,"7 10 24 32 33 45 29",7,10,24,32,33,45,29,"£5,678,712","£5,678,712",,,,,,,
10/23/2002,"11 26 36 43 44 46 29",11,26,36,43,44,46,29,"£15,532,275","£15,532,275",,,,,,,
10/19/2002,"12 30 43 44 45 47 10",12,30,43,44,45,47,10,"£9,972,677 Rolled","£9,972,677",,,,,,,
10/16/2002,"13 19 25 28 34 45 32",13,19,25,28,34,45,32,"£3,235,260 Rolled","£3,235,260",,,,,,,
10/12/2002,"16 18 35 36 39 48 15",16,18,35,36,39,48,15,"£6,569,034","£6,569,034",,,,,,,
10/9/2002,"7 22 25 31 44 47 1",7,22,25,31,44,47,1,"£10,381,925","£10,381,925",,,,,,,
10/5/2002,"15 16 18 36 37 49 28",15,16,18,36,37,49,28,"£6,693,924 Rolled","£6,693,924",,,,,,,
10/2/2002,"2 3 14 15 21 48 8",2,3,14,15,21,48,8,"£8,919,798","£8,919,798",,,,,,,
9/28/2002,"2 9 10 11 13 16 26",2,9,10,11,13,16,26,"£4,855,501 Rolled","£4,855,501",,,,,,,
9/25/2002,"6 21 29 32 33 47 4",6,21,29,32,33,47,4,"£3,331,512","£3,331,512",,,,,,,
9/21/2002,"1 6 7 11 13 30 27",1,6,7,11,13,30,27,"£4,350,940","£4,350,940",,,,,,,
9/18/2002,"4 7 12 29 37 42 14",4,7,12,29,37,42,14,"£15,000,000","£15,000,000",,,,,,,
9/14/2002,"8 14 24 27 29 32 21",8,14,24,27,29,32,21,"£8,784,642","£8,784,642",,,,,,,
9/11/2002,"15 20 28 37 40 44 23",15,20,28,37,40,44,23,"£3,263,625 Rolled","£3,263,625",,,,,,,
9/7/2002,"7 21 29 31 38 41 28",7,21,29,31,38,41,28,"£5,337,638","£5,337,638",,,,,,,
9/4/2002,"2 23 28 33 45 47 13",2,23,28,33,45,47,13,"£3,188,600","£3,188,600",,,,,,,
8/31/2002,"2 18 23 31 43 46 11",2,18,23,31,43,46,11,"£5,735,643","£5,735,643",,,,,,,
8/28/2002,"4 7 9 17 36 46 23",4,7,9,17,36,46,23,"£2,893,908","£2,893,908",,,,,,,
8/24/2002,"4 17 26 28 38 46 3",4,17,26,28,38,46,3,"£5,579,700","£5,579,700",,,,,,,
8/21/2002,"5 14 19 32 34 42 35",5,14,19,32,34,42,35,"£10,272,625","£10,272,625",,,,,,,
8/17/2002,"19 20 31 32 35 40 23",19,20,31,32,35,40,23,"£6,473,575 Rolled","£6,473,575",,,,,,,
8/14/2002,"1 6 8 20 29 38 31",1,6,8,20,29,38,31,"£2,998,156","£2,998,156",,,,,,,
10/8/2002,"13 16 23 28 31 32 18",13,16,23,28,31,32,18,"£9,865,198","£9,865,198",,,,,,,
7/8/2002,"10 22 23 30 33 42 36",10,22,23,30,33,42,36,"£3,050,304 Rolled","£3,050,304",,,,,,,
3/8/2002,"6 11 19 35 36 44 39",6,11,19,35,36,44,39,"£5,461,495","£5,461,495",,,,,,,
7/31/2002,"9 13 15 23 26 45 49",9,13,15,23,26,45,49,"£9,796,682","£9,796,682",,,,,,,
7/27/2002,"24 26 28 29 34 44 45",24,26,28,29,34,44,45,"£5,976,877 Rolled","£5,976,877",,,,,,,
7/24/2002,"7 13 21 34 35 43 10",7,13,21,34,35,43,10,"£2,913,350","£2,913,350",,,,,,,
7/20/2002,"7 10 16 34 47 48 36",7,10,16,34,47,48,36,"£6,027,534","£6,027,534",,,,,,,
7/17/2002,"10 11 31 41 45 46 42",10,11,31,41,45,46,42,"£10,165,828","£10,165,828",,,,,,,
7/13/2002,"15 21 23 24 31 32 8",15,21,23,24,31,32,8,"£5,923,360 Rolled","£5,923,360",,,,,,,
7/10/2002,"4 18 19 20 30 43 24",4,18,19,20,30,43,24,"£3,088,694","£3,088,694",,,,,,,
7/6/2002,"1 20 42 43 44 49 9",1,20,42,43,44,49,9,"£7,027,822","£7,027,822",,,,,,,
7/3/2002,"2 4 5 22 27 29 24",2,4,5,22,27,29,24,"£2,730,112","£2,730,112",,,,,,,
6/29/2002,"4 25 28 36 42 49 37",4,25,28,36,42,49,37,"£6,423,060","£6,423,060",,,,,,,
6/26/2002,"6 7 25 33 38 43 23",6,7,25,33,38,43,23,"£3,116,991","£3,116,991",,,,,,,
6/22/2002,"14 17 18 22 32 37 12",14,17,18,22,32,37,12,"£15,000,000","£15,000,000",,,,,,,
6/19/2002,"18 21 32 36 39 41 9",18,21,32,36,39,41,9,"£3,614,444","£3,614,444",,,,,,,
6/15/2002,"3 13 14 23 30 36 32",3,13,14,23,30,36,32,"£5,566,359","£5,566,359",,,,,,,
6/12/2002,"1 2 10 34 47 48 12",1,2,10,34,47,48,12,"£3,698,750","£3,698,750",,,,,,,
6/8/2002,"15 16 18 28 36 47 49",15,16,18,28,36,47,49,"£6,321,292","£6,321,292",,,,,,,
6/5/2002,"3 5 7 26 43 47 10",3,5,7,26,43,47,10,"£2,823,827","£2,823,827",,,,,,,
6/1/2002,"13 19 27 36 41 44 3",13,19,27,36,41,44,3,"£6,404,463","£6,404,463",,,,,,,
5/29/2002,"19 26 30 34 40 44 13",19,26,30,34,40,44,13,"£3,462,775","£3,462,775",,,,,,,
5/25/2002,"7 14 15 25 27 40 18",7,14,15,25,27,40,18,"£5,490,995","£5,490,995",,,,,,,
5/22/2002,"5 9 18 39 43 46 48",5,9,18,39,43,46,48,"£3,367,911","£3,367,911",,,,,,,
5/18/2002,"21 22 30 31 38 48 13",21,22,30,31,38,48,13,"£8,567,660","£8,567,660",,,,,,,
5/15/2002,"4 6 10 19 40 49 9",4,6,10,19,40,49,9,"£3,310,528","£3,310,528",,,,,,,
5/11/2002,"1 25 27 35 43 46 22",1,25,27,35,43,46,22,"£7,218,663","£7,218,663",,,,,,,
5/8/2002,"8 10 42 44 47 49 14",8,10,42,44,47,49,14,"£3,716,227","£3,716,227",,,,,,,
5/4/2002,"8 9 11 17 45 47 24",8,9,11,17,45,47,24,"£10,029,188","£10,029,188",,,,,,,
5/1/2002,"10 15 19 22 24 32 41",10,15,19,22,24,32,41,"£3,393,830 Rolled","£3,393,830",,,,,,,
4/27/2002,"11 19 32 33 43 44 3",11,19,32,33,43,44,3,"£5,737,443","£5,737,443",,,,,,,
4/24/2002,"3 13 17 20 21 30 23",3,13,17,20,21,30,23,"£3,107,595","£3,107,595",,,,,,,
4/20/2002,"7 14 21 32 43 44 31",7,14,21,32,43,44,31,"£5,231,100","£5,231,100",,,,,,,
4/17/2002,"5 13 19 30 32 43 6",5,13,19,30,32,43,6,"£3,383,070","£3,383,070",,,,,,,
4/13/2002,"3 19 22 40 41 44 35",3,19,22,40,41,44,35,"£6,431,042","£6,431,042",,,,,,,
4/10/2002,"5 11 24 26 34 41 2",5,11,24,26,34,41,2,"£3,516,916","£3,516,916",,,,,,,
4/6/2002,"17 18 32 35 39 48 8",17,18,32,35,39,48,8,"£6,918,772","£6,918,772",,,,,,,
4/3/2002,"4 8 18 26 32 34 10",4,8,18,26,32,34,10,"£3,327,927","£3,327,927",,,,,,,
3/30/2002,"8 14 25 36 38 47 15",8,14,25,36,38,47,15,"£6,728,805","£6,728,805",,,,,,,
3/27/2002,"6 9 20 24 35 36 39",6,9,20,24,35,36,39,"£3,670,990","£3,670,990",,,,,,,
3/23/2002,"9 24 28 30 31 40 49",9,24,28,30,31,40,49,"£6,560,226","£6,560,226",,,,,,,
3/20/2002,"10 18 25 28 37 43 14",10,18,25,28,37,43,14,"£3,293,547","£3,293,547",,,,,,,
3/16/2002,"5 6 26 41 42 44 11",5,6,26,41,42,44,11,"£6,954,473","£6,954,473",,,,,,,
3/13/2002,"1 7 15 23 27 34 26",1,7,15,23,27,34,26,"£3,077,330","£3,077,330",,,,,,,
3/9/2002,"9 18 20 21 39 48 6",9,18,20,21,39,48,6,"£11,621,384","£11,621,384",,,,,,,
3/6/2002,"5 17 20 31 33 34 26",5,17,20,31,33,34,26,"£3,884,590 Rolled","£3,884,590",,,,,,,
3/2/2002,"8 11 25 33 37 43 30",8,11,25,33,37,43,30,"£6,246,268","£6,246,268",,,,,,,
2/27/2002,"6 12 28 31 39 44 42",6,12,28,31,39,44,42,"£3,289,628","£3,289,628",,,,,,,
2/23/2002,"8 9 27 34 43 48 25",8,9,27,34,43,48,25,"£11,218,860","£11,218,860",,,,,,,
2/20/2002,"17 21 24 25 46 49 22",17,21,24,25,46,49,22,"£4,114,217 Rolled","£4,114,217",,,,,,,
2/16/2002,"10 20 24 36 37 44 1",10,20,24,36,37,44,1,"£7,030,835","£7,030,835",,,,,,,
2/13/2002,"4 7 12 13 16 29 22",4,7,12,13,16,29,22,"£2,836,940","£2,836,940",,,,,,,
2/9/2002,"7 15 20 28 40 48 4",7,15,20,28,40,48,4,"£20,000,001","£20,000,001",,,,,,,
2/6/2002,"2 13 20 36 37 40 34",2,13,20,36,37,40,34,"£4,128,013","£4,128,013",,,,,,,
2/2/2002,"6 12 30 39 45 46 11",6,12,30,39,45,46,11,"£7,353,072","£7,353,072",,,,,,,
1/30/2002,"12 19 27 39 42 47 4",12,19,27,39,42,47,4,"£3,249,750","£3,249,750",,,,,,,
1/26/2002,"10 13 20 25 27 32 1",10,13,20,25,27,32,1,"£6,469,676","£6,469,676",,,,,,,
1/23/2002,"6 8 14 19 20 44 41",6,8,14,19,20,44,41,"£3,275,580","£3,275,580",,,,,,,
1/19/2002,"7 18 34 37 39 42 21",7,18,34,37,39,42,21,"£6,188,424","£6,188,424",,,,,,,
1/16/2002,"15 16 23 27 32 44 17",15,16,23,27,32,44,17,"£3,482,970","£3,482,970",,,,,,,
1/12/2002,"1 3 11 12 20 24 38",1,3,11,12,20,24,38,"£5,703,150","£5,703,150",,,,,,,
1/9/2002,"16 20 28 29 41 45 12",16,20,28,29,41,45,12,"£4,192,368","£4,192,368",,,,,,,
1/5/2002,"2 16 28 34 41 42 38",2,16,28,34,41,42,38,"£6,913,536","£6,913,536",,,,,,,
1/2/2002,"2 6 20 24 29 32 21",2,6,20,24,29,32,21,"£16,627,894","£16,627,894",,,,,,,
12/29/2001,"11 19 31 32 36 45 41",11,19,31,32,36,45,41,"£10,808,913 Rolled","£10,808,913",,,,,,,
12/26/2001,"10 17 26 29 36 37 16",10,17,26,29,36,37,16,"£3,302,369 Rolled","£3,302,369",,,,,,,
12/22/2001,"1 9 10 12 23 40 8",1,9,10,12,23,40,8,"£5,932,676","£5,932,676",,,,,,,
12/19/2001,"7 28 34 43 46 48 20",7,28,34,43,46,48,20,"£3,649,107","£3,649,107",,,,,,,
12/15/2001,"5 7 13 24 35 40 16",5,7,13,24,35,40,16,"£6,058,965","£6,058,965",,,,,,,
12/12/2001,"9 23 25 33 38 44 29",9,23,25,33,38,44,29,"£2,841,671","£2,841,671",,,,,,,
12/8/2001,"1 14 16 30 34 42 9",1,14,16,30,34,42,9,"£7,245,147","£7,245,147",,,,,,,
12/5/2001,"4 6 8 19 23 29 38",4,6,8,19,23,29,38,"£2,762,064","£2,762,064",,,,,,,
12/1/2001,"2 14 19 26 34 48 11",2,14,19,26,34,48,11,"£6,693,318","£6,693,318",,,,,,,
11/28/2001,"8 22 31 32 42 45 20",8,22,31,32,42,45,20,"£3,703,856","£3,703,856",,,,,,,
11/24/2001,"23 27 30 37 38 42 28",23,27,30,37,38,42,28,"£6,648,087","£6,648,087",,,,,,,
11/21/2001,"10 25 30 38 44 46 17",10,25,30,38,44,46,17,"£3,682,946","£3,682,946",,,,,,,
11/17/2001,"12 19 30 34 37 41 1",12,19,30,34,37,41,1,"£7,060,368","£7,060,368",,,,,,,
11/14/2001,"19 29 32 33 43 47 46",19,29,32,33,43,47,46,"£11,784,824","£11,784,824",,,,,,,
11/10/2001,"6 23 24 25 30 49 39",6,23,24,25,30,49,39,"£6,920,676 Rolled","£6,920,676",,,,,,,
11/7/2001,"8 9 10 20 39 40 36",8,9,10,20,39,40,36,"£3,772,644","£3,772,644",,,,,,,
11/3/2001,"10 31 34 39 43 44 17",10,31,34,39,43,44,17,"£20,000,000","£20,000,000",,,,,,,
10/31/2001,"4 5 6 18 36 49 13",4,5,6,18,36,49,13,"£3,643,688","£3,643,688",,,,,,,
10/27/2001,"2 21 23 24 27 38 33",2,21,23,24,27,38,33,"£6,346,060","£6,346,060",,,,,,,
10/24/2001,"8 38 39 40 43 44 3",8,38,39,40,43,44,3,"£3,987,728","£3,987,728",,,,,,,
10/20/2001,"1 3 6 19 21 26 14",1,3,6,19,21,26,14,"£5,746,002","£5,746,002",,,,,,,
10/17/2001,"5 20 26 31 32 40 36",5,20,26,31,32,40,36,"£12,340,944","£12,340,944",,,,,,,
10/13/2001,"8 33 38 40 48 49 6",8,33,38,40,48,49,6,"£7,069,873 Rolled","£7,069,873",,,,,,,
10/10/2001,"18 26 28 30 38 46 25",18,26,28,30,38,46,25,"£3,581,694","£3,581,694",,,,,,,
10/6/2001,"9 12 29 33 44 47 45",9,12,29,33,44,47,45,"£9,927,336","£9,927,336",,,,,,,
10/3/2001,"2 14 26 30 44 45 40",2,14,26,30,44,45,40,"£3,733,417 Rolled","£3,733,417",,,,,,,
